lat,lon
51.1116,17.0601
51.1101,17.0551
51.1085,17.0502
51.1067,17.0383
51.1074,17.0327
51.1079,17.0297
51.1119,17.0272
51.1119,17.0207
51.1128,17.012
51.1129,17.0077
51.1141,17.0024
51.1164,17.0004
51.1213,16.9936
51.1237,16.9877
51.1253,16.9834
