lat,lon
51.1116,17.0601
51.1085,17.0502
51.1049,17.0483
51.1017,17.0461
51.1002,17.0453
51.0927,17.043
51.0973,17.0323
51.0982,17.0305
51.1018,17.0248
51.1042,17.0225
51.1074,17.0216
51.1119,17.0207
51.1134,17.018
51.1156,17.014
51.1171,17.008
51.1174,17.0035
51.1213,16.9936
51.1237,16.9877
51.1253,16.9834
